minutes,predmin,datetime,player_id
0,6.501442417502403,2024-09-21,236
0,6.501442417502403,2024-09-28,236
0,6.501442417502403,2024-10-06,236
0,6.501442417502403,2024-10-20,236
0,6.501442417502403,2024-10-27,236
0,6.501442417502403,2024-11-03,236
0,6.501442417502403,2024-11-10,236
0,6.501442417502403,2024-11-23,236
0,6.501442417502403,2024-12-01,236
0,6.501442417502403,2024-12-04,236
0,6.501442417502403,2024-12-08,236
0,6.501442417502403,2024-12-15,236
0,6.501442417502403,2024-12-22,236
0,6.501442417502403,2024-12-26,236
0,6.501442417502403,2024-12-30,236
0,6.501442417502403,2025-01-04,236
0,6.501442417502403,2025-01-14,236
0,6.501442417502403,2025-01-20,236
0,6.501442417502403,2025-01-25,236
0,6.501442417502403,2025-02-03,236
0,6.501442417502403,2025-02-14,236
0,6.501442417502403,2025-02-22,236
0,6.501442417502403,2025-02-25,236
0,6.501442417502403,2025-03-09,236
0,6.501442417502403,2025-03-16,236
0,6.501442417502403,2025-04-03,236
0,6.501442417502403,2025-04-06,236
0,6.501442417502403,2025-04-13,236
0,6.501442417502403,2025-04-20,236
0,6.501442417502403,2025-04-26,236
0,6.501442417502403,2025-05-04,236
0,6.501442417502403,2025-05-11,236
0,6.501442417502403,2025-05-16,236
0,6.501442417502403,2023-08-13,236
0,6.501442417502403,2023-09-17,236
0,6.501442417502403,2023-09-24,236
0,6.501442417502403,2023-10-02,236
0,6.501442417502403,2023-10-07,236
0,6.501442417502403,2023-10-21,236
0,6.501442417502403,2023-10-28,236
0,6.501442417502403,2023-11-06,236
0,6.501442417502403,2023-11-12,236
0,6.501442417502403,2023-11-25,236
0,6.501442417502403,2023-12-03,236
0,6.501442417502403,2023-12-06,236
0,6.501442417502403,2023-12-10,236
0,6.501442417502403,2023-12-16,236
0,6.501442417502403,2023-12-24,236
0,6.501442417502403,2023-12-27,236
0,6.501442417502403,2023-12-30,236
0,6.501442417502403,2024-01-13,236
0,6.501442417502403,2024-01-31,236
0,6.501442417502403,2024-02-04,236
0,6.501442417502403,2024-02-12,236
0,6.501442417502403,2024-02-17,236
0,6.501442417502403,2024-03-02,236
0,6.501442417502403,2024-03-11,236
0,6.501442417502403,2024-03-30,236
0,6.501442417502403,2024-04-04,236
0,6.501442417502403,2024-04-07,236
0,6.501442417502403,2024-04-15,236
0,6.501442417502403,2024-04-23,236
0,6.501442417502403,2024-04-27,236
0,6.501442417502403,2024-05-02,236
0,6.501442417502403,2024-05-05,236
0,6.501442417502403,2024-05-11,236
0,6.501442417502403,2024-05-15,236
0,6.501442417502403,2024-05-19,236
0,6.501442417502403,2025-02-15,118
0,6.501442417502403,2025-02-22,118
0,6.501442417502403,2025-02-25,118
0,6.501442417502403,2025-03-09,118
0,6.501442417502403,2025-03-15,118
0,6.501442417502403,2025-04-02,118
0,6.501442417502403,2025-04-05,118
0,6.501442417502403,2025-04-14,118
0,6.501442417502403,2025-04-19,118
0,6.501442417502403,2025-04-27,118
0,6.501442417502403,2025-05-03,118
0,6.501442417502403,2025-05-10,118
0,6.501442417502403,2025-05-20,118
0,6.501442417502403,2023-01-14,118
0,6.501442417502403,2023-02-18,118
0,6.501442417502403,2023-02-25,118
0,6.501442417502403,2023-03-04,118
0,6.501442417502403,2023-03-11,118
0,6.501442417502403,2023-03-18,118
0,6.501442417502403,2023-04-01,118
0,6.501442417502403,2023-04-04,118
0,6.501442417502403,2023-04-08,118
0,6.501442417502403,2023-04-15,118
0,6.501442417502403,2023-04-23,118
0,6.501442417502403,2023-04-27,118
0,6.501442417502403,2023-04-30,118
0,6.501442417502403,2023-05-06,118
0,6.501442417502403,2023-05-13,118
0,6.501442417502403,2023-05-20,118
0,6.501442417502403,2023-05-28,118
0,76.00161109119654,2024-09-21,301
0,46.716362938284874,2024-09-28,301
0,59.09050138294697,2024-10-05,301
0,10.221231870353222,2024-10-19,301
9,6.501442417502403,2024-10-26,301
28,10.221231870353222,2024-11-02,301
15,31.226037368178368,2024-11-09,301
18,52.311169631779194,2024-11-23,301
66,42.69973902404308,2024-12-01,301
0,37.67144711315632,2024-12-04,301
0,64.57954008877277,2024-12-14,301
17,-1.2215700894594193,2024-12-22,301
0,21.27571891248226,2024-12-26,301
15,10.221231870353222,2024-12-29,301
9,11.143340148031712,2025-01-04,301
7,26.297795489430428,2025-01-15,301
0,70.18839713931084,2025-01-19,301
77,70.18839713931084,2025-01-25,301
87,7.492763303220272,2025-02-01,301
90,52.17546830326319,2025-02-12,301
90,22.552977591753006,2025-02-15,301
90,72.87579318881035,2025-02-22,301
90,74.40495270490646,2025-02-26,301
90,6.501442417502403,2025-03-08,301
79,6.501442417502403,2025-03-15,301
78,74.40495270490646,2025-04-02,301
64,74.13759468495846,2025-04-05,301
26,48.917473912239075,2025-04-12,301
27,33.725167505443096,2025-04-19,301
63,57.89711690694094,2025-04-26,301
76,42.70400774478912,2025-05-03,301
90,37.81797821819782,2025-05-10,301
90,20.868411749601364,2025-05-18,301
90,48.51975920796394,2023-09-02,301
7,28.666557036340237,2023-10-07,301
29,34.58667056262493,2023-10-21,301
0,52.37536448985338,2023-10-29,301
1,47.232053838670254,2023-11-04,301
13,30.648624308407307,2023-11-11,301
0,45.898670352995396,2023-11-26,301
81,14.057302176952362,2023-12-02,301
5,8.159761637449265,2023-12-07,301
23,33.63440077006817,2023-12-10,301
8,34.27101646363735,2023-12-16,301
11,46.952340848743916,2023-12-23,301
64,13.272655099630356,2023-12-27,301
16,23.71799448132515,2023-12-30,301
27,44.07643577456474,2024-01-14,301
9,31.38614346832037,2024-01-30,301
5,44.91893793642521,2024-02-03,301
12,37.39330069720745,2024-02-10,301
18,28.278359711170197,2024-02-19,301
22,45.64690537750721,2024-02-24,301
73,38.22310906648636,2024-03-02,301
60,27.686313576996326,2024-03-09,301
11,39.385508462786674,2024-03-30,301
60,27.388344325125217,2024-04-02,301
7,53.000864669680595,2024-04-06,301
90,43.266872733831406,2024-04-15,301
33,53.422106601297855,2024-04-21,301
0,26.501299239695072,2024-04-24,301
0,55.08759085834026,2024-04-27,301
10,44.78020394593477,2024-05-03,301
0,11.291213601827621,2024-05-11,301
1,10.221231870353222,2024-05-19,301
0,6.501442417502403,2024-09-22,624
0,6.501442417502403,2024-09-28,624
0,6.501442417502403,2024-10-06,624
0,6.501442417502403,2024-10-21,624
0,6.501442417502403,2024-10-25,624
0,6.501442417502403,2024-11-02,624
