,minutes,predmin,datetime,player_id
0,0,19.68781976960599,2024-09-21,252
1,0,19.68781976960599,2024-09-28,252
2,0,19.68781976960599,2024-10-06,252
3,0,19.68781976960599,2024-10-20,252
4,0,19.68781976960599,2024-10-27,252
5,0,19.68781976960599,2024-11-03,252
6,0,19.68781976960599,2024-11-10,252
7,0,19.68781976960599,2024-11-23,252
8,0,19.68781976960599,2024-12-01,252
9,90,19.68781976960599,2024-12-04,252
10,0,25.80962198600173,2024-12-08,252
11,0,25.80962198600173,2024-12-15,252
12,0,25.80962198600173,2024-12-22,252
13,0,25.80962198600173,2024-12-26,252
14,90,19.68781976960599,2024-12-30,252
15,0,25.80962198600173,2025-01-04,252
16,0,25.80962198600173,2025-01-14,252
17,0,25.80962198600173,2025-01-20,252
18,0,25.80962198600173,2025-01-25,252
19,90,19.68781976960599,2025-02-03,252
20,90,25.80962198600173,2025-02-14,252
21,90,39.56872562132776,2025-02-22,252
22,90,63.181538842618465,2025-02-25,252
23,0,19.68781976960599,2025-03-09,252
24,0,63.181538842618465,2025-03-16,252
25,0,39.56872562132776,2025-04-03,252
26,0,25.80962198600173,2025-04-06,252
27,0,19.68781976960599,2025-04-13,252
28,0,19.68781976960599,2025-04-20,252
29,0,19.68781976960599,2025-04-26,252
30,0,19.68781976960599,2025-05-04,252
31,0,19.68781976960599,2025-05-11,252
32,0,19.68781976960599,2025-05-16,252
33,90,25.80962198600173,2024-09-21,107
34,90,39.56872562132776,2024-09-30,107
35,90,63.181538842618465,2024-10-05,107
36,90,63.181538842618465,2024-10-19,107
37,0,19.68781976960599,2024-10-26,107
38,0,63.181538842618465,2024-11-02,107
39,90,39.56872562132776,2024-11-09,107
40,90,39.56872562132776,2024-11-23,107
41,90,39.56872562132776,2024-11-30,107
42,90,63.181538842618465,2024-12-05,107
43,90,19.68781976960599,2024-12-08,107
44,90,19.68781976960599,2024-12-16,107
45,90,19.68781976960599,2024-12-22,107
46,90,19.68781976960599,2024-12-26,107
47,90,19.68781976960599,2024-12-29,107
48,0,19.68781976960599,2025-01-04,107
49,0,63.181538842618465,2025-01-14,107
50,90,39.56872562132776,2025-01-18,107
51,90,39.56872562132776,2025-01-25,107
52,90,39.56872562132776,2025-02-01,107
53,90,63.181538842618465,2025-02-15,107
54,90,19.68781976960599,2025-02-22,107
55,90,19.68781976960599,2025-02-25,107
56,90,19.68781976960599,2025-03-09,107
57,90,19.68781976960599,2025-03-15,107
58,90,19.68781976960599,2025-04-02,107
59,90,19.68781976960599,2025-04-05,107
60,90,19.68781976960599,2025-04-14,107
61,90,19.68781976960599,2025-04-19,107
62,90,19.68781976960599,2025-04-27,107
63,90,19.68781976960599,2025-05-03,107
64,90,19.68781976960599,2025-05-10,107
65,90,19.68781976960599,2025-05-20,107
66,0,19.68781976960599,2023-08-13,107
67,0,19.68781976960599,2023-09-17,107
68,0,19.68781976960599,2023-09-24,107
69,0,19.68781976960599,2023-10-02,107
70,0,19.68781976960599,2023-10-07,107
71,0,19.68781976960599,2023-10-21,107
72,0,19.68781976960599,2023-10-28,107
73,0,19.68781976960599,2023-11-06,107
74,0,19.68781976960599,2023-11-12,107
75,0,19.68781976960599,2023-11-25,107
76,0,19.68781976960599,2023-12-03,107
77,0,19.68781976960599,2023-12-06,107
78,0,19.68781976960599,2023-12-10,107
79,0,19.68781976960599,2023-12-16,107
80,0,19.68781976960599,2023-12-24,107
81,0,19.68781976960599,2023-12-27,107
82,0,19.68781976960599,2023-12-30,107
83,0,19.68781976960599,2024-01-13,107
84,0,19.68781976960599,2024-01-31,107
85,0,19.68781976960599,2024-02-04,107
86,0,19.68781976960599,2024-02-12,107
87,0,19.68781976960599,2024-02-17,107
88,0,19.68781976960599,2024-03-02,107
89,0,19.68781976960599,2024-03-11,107
90,0,19.68781976960599,2024-03-30,107
91,0,19.68781976960599,2024-04-04,107
92,0,19.68781976960599,2024-04-07,107
93,0,19.68781976960599,2024-04-15,107
94,0,19.68781976960599,2024-04-23,107
95,0,19.68781976960599,2024-04-27,107
96,0,19.68781976960599,2024-05-02,107
97,0,19.68781976960599,2024-05-05,107
98,0,19.68781976960599,2024-05-11,107
99,0,19.68781976960599,2024-05-15,107
100,0,19.68781976960599,2024-05-19,107
101,0,19.68781976960599,2022-08-06,107
102,0,19.68781976960599,2022-08-30,107
103,0,19.68781976960599,2022-09-03,107
104,90,19.68781976960599,2022-10-01,107
105,90,25.80962198600173,2022-10-08,107
106,90,39.56872562132776,2022-10-16,107
107,90,63.181538842618465,2022-10-19,107
108,90,19.68781976960599,2022-10-22,107
109,45,19.68781976960599,2022-10-29,107
110,0,63.181538842618465,2022-11-06,107
111,0,36.01158304512501,2022-11-12,107
112,90,30.031057754531503,2022-12-27,107
113,90,30.031057754531503,2023-01-01,107
114,90,39.56872562132776,2023-01-05,107
115,90,63.181538842618465,2023-01-12,107
116,90,19.68781976960599,2023-01-15,107
117,90,19.68781976960599,2023-01-21,107
118,90,19.68781976960599,2023-02-03,107
119,90,19.68781976960599,2023-02-11,107
120,90,19.68781976960599,2023-02-18,107
121,90,19.68781976960599,2023-02-26,107
122,90,19.68781976960599,2023-03-04,107
123,90,19.68781976960599,2023-03-11,107
124,90,19.68781976960599,2023-03-18,107
125,90,19.68781976960599,2023-04-01,107
126,90,19.68781976960599,2023-04-04,107
127,90,19.68781976960599,2023-04-08,107
128,90,19.68781976960599,2023-04-15,107
129,90,19.68781976960599,2023-04-26,107
130,90,19.68781976960599,2023-05-02,107
131,90,19.68781976960599,2023-05-06,107
