,player_id,datetime,minutes,Lynge_CNN1D_DEF,Lynge_FCNN_DEF,Lynge_FCNN_Hard_Sigmoid_DEF,Lynge_RNN_DEF,baseline_DEF,xgboost_DEF
0,8,2023-02-04,0,4,8,13,2,,0.0
1,8,2023-02-25,0,3,5,6,2,0.0,0.0
2,8,2023-03-01,0,1,1,0,2,0.0,0.0
3,8,2023-03-04,0,2,2,0,2,0.0,0.0
4,8,2023-03-12,0,2,1,0,2,0.0,0.0
5,8,2023-03-19,4,2,0,0,2,0.0,0.0
6,8,2023-04-01,0,7,3,0,3,1.0,4.3171
7,8,2023-04-09,10,4,2,0,2,1.0,0.0
8,8,2023-04-16,0,11,10,13,13,3.5,6.629386
9,8,2023-04-21,0,6,7,8,9,3.5,0.0
10,8,2023-04-26,0,4,4,0,2,2.5,0.08
11,8,2023-05-02,90,4,7,8,3,2.5,0.0
12,8,2023-05-07,90,52,57,66,54,22.5,81.89995
13,8,2023-05-14,90,67,71,70,64,45.0,89.99997
14,8,2023-05-20,62,73,75,71,72,67.5,89.99997
15,8,2023-05-28,79,66,71,71,59,83.0,63.01673
16,8,2023-08-12,0,83,77,78,80,80.25,89.99997
17,8,2023-09-17,0,21,16,6,21,57.75,16.49203
18,8,2023-09-24,0,15,16,11,11,35.25,4.108671
19,8,2023-09-30,0,13,14,13,14,19.75,0.604695
20,8,2023-10-08,0,3,4,0,2,0.0,0.0
21,8,2023-10-21,0,1,0,0,3,0.0,0.0
22,8,2023-10-28,90,2,5,4,3,0.0,0.0
23,8,2023-11-04,0,53,49,42,53,22.5,81.89995
24,8,2023-11-11,1,25,24,20,22,22.5,16.49203
25,8,2023-11-25,0,14,18,17,11,22.75,5.0257716
26,8,2023-12-02,1,16,20,18,15,22.75,0.604695
27,8,2023-12-05,63,4,10,6,3,0.5,0.99709994
28,8,2023-12-09,0,40,39,43,45,16.25,41.89133
29,8,2023-12-17,1,15,10,6,20,16.0,2.5
30,8,2023-12-23,0,13,16,13,11,16.25,0.99709994
31,8,2023-12-28,0,10,13,13,11,16.0,0.604695
32,8,2023-12-31,45,3,5,0,2,0.25,0.08
33,8,2024-01-20,9,34,31,30,42,11.5,37.160477
34,8,2024-01-30,1,21,20,12,20,13.5,9.049386
35,8,2024-02-04,45,12,13,16,11,13.75,0.99709994
36,8,2024-02-11,90,40,42,54,44,25.0,37.84517
37,8,2024-02-17,90,61,62,71,63,36.25,89.99997
38,8,2024-02-24,90,74,72,79,74,56.5,89.99997
39,8,2024-03-04,90,80,77,90,76,78.75,89.99997
40,8,2024-03-09,78,84,83,86,78,90.0,89.99997
41,8,2024-03-31,65,76,81,90,68,87.0,89.99997
42,8,2024-04-03,0,67,65,78,67,80.75,66.03345
43,8,2024-04-06,0,40,48,72,41,58.25,3.104695
44,8,2024-04-14,0,19,20,21,25,35.75,0.684695
45,8,2024-04-20,90,12,15,23,10,16.25,0.604695
46,8,2024-04-23,0,51,47,45,53,22.5,81.89995
47,8,2024-04-28,1,24,22,12,21,22.5,16.49203
48,8,2024-05-04,0,12,15,10,12,22.75,5.0257716
49,8,2024-05-12,1,17,19,21,14,22.75,0.604695
50,8,2024-05-19,0,3,3,0,3,0.5,0.99709994
51,8,2024-09-22,16,2,1,0,3,0.5,0.0
52,8,2024-09-28,0,14,14,10,30,4.25,16.114475
53,8,2024-10-05,1,6,8,12,17,4.25,2.5
54,8,2024-10-19,43,6,5,3,5,4.25,0.99709994
55,8,2024-10-27,36,32,26,31,41,15.0,37.160477
56,8,2024-11-02,0,33,28,30,29,20.0,39.660477
57,8,2024-11-10,0,15,17,12,16,20.0,2.5
58,8,2024-11-23,2,10,13,10,12,19.75,0.684695
59,8,2024-11-30,45,9,15,20,5,9.5,1.521795
60,8,2024-12-04,90,34,27,29,42,11.75,37.160477
61,8,2024-12-08,90,60,61,65,62,34.25,89.99997
62,8,2024-12-14,0,67,69,73,69,56.75,89.99997
63,8,2024-12-21,0,36,35,34,43,56.25,21.125393
64,8,2024-12-27,0,24,28,29,26,45.0,4.713367
65,8,2025-01-01,0,14,20,21,13,22.5,0.604695
66,8,2025-01-04,0,1,0,0,2,0.0,0.0
67,8,2025-01-15,0,2,1,0,2,0.0,0.0
68,8,2025-01-18,0,1,1,0,3,0.0,0.0
69,8,2025-01-25,0,2,0,0,3,0.0,0.0
70,8,2025-02-02,0,3,2,0,2,0.0,0.0
71,8,2025-02-15,0,1,0,0,3,0.0,0.0
72,8,2025-02-22,0,3,4,2,2,0.0,0.0
73,8,2025-02-26,0,1,1,0,2,0.0,0.0
74,8,2025-03-09,0,3,1,0,2,0.0,0.0
75,8,2025-03-16,0,2,2,0,3,0.0,0.0
76,8,2025-04-01,74,2,2,0,3,0.0,0.0
77,8,2025-04-05,90,45,42,46,49,18.5,57.710255
78,8,2025-04-12,90,62,63,62,61,41.0,89.99997
79,8,2025-04-20,90,69,71,69,69,63.5,89.99997
80,8,2025-04-23,90,79,81,90,77,86.0,89.99997
81,8,2025-05-03,90,84,74,79,79,90.0,89.99997
82,8,2025-05-11,90,78,68,76,76,90.0,89.99997
83,8,2025-05-18,90,77,76,90,77,90.0,89.99997
84,46,2022-08-06,90,76,70,76,75,,89.99997
85,46,2022-08-31,90,77,80,73,76,90.0,89.99997
86,46,2022-09-03,90,78,85,79,76,90.0,89.99997
87,46,2022-09-16,90,78,76,71,77,90.0,89.99997
88,46,2022-10-29,21,82,81,79,79,90.0,89.99997
89,46,2022-11-06,78,52,56,63,47,72.75,37.239872
90,46,2022-11-13,81,67,65,77,65,69.75,81.44557
91,46,2022-12-26,90,69,71,68,68,67.5,80.97675
92,46,2023-01-01,90,71,67,74,71,67.5,89.99997
93,46,2023-01-04,66,78,79,90,78,84.75,89.99997
94,46,2023-01-13,9,71,75,72,63,81.75,71.027985
95,46,2023-02-04,45,44,53,57,42,63.75,13.682754
96,46,2023-02-12,59,46,47,59,47,52.5,37.84517
97,46,2023-02-18,12,47,46,60,48,44.75,40.26517
98,46,2023-02-25,60,30,26,28,22,31.25,9.049386
99,46,2023-03-04,20,51,48,48,46,44.0,37.84517
100,46,2023-03-12,26,38,38,38,31,37.75,19.219168
101,46,2023-03-18,0,34,30,34,32,29.5,30.3561
102,46,2023-04-01,1,22,25,19,20,26.5,3.104695
103,46,2023-04-04,5,7,9,3,9,11.75,0.99709994
104,46,2023-04-08,0,10,11,4,6,8.0,4.3171
105,46,2023-04-15,0,4,2,0,2,1.5,0.08
106,46,2023-04-22,24,1,0,0,2,1.5,0.08
107,46,2023-04-25,13,24,27,33,36,7.25,27.856102
108,46,2023-04-30,15,19,17,10,20,9.25,18.614473
109,46,2023-05-06,5,25,27,8,20,13.0,16.194475
110,46,2023-05-13,0,18,22,20,3,14.25,4.3971
111,46,2023-05-20,52,7,10,4,2,8.25,0.08
112,46,2023-05-28,90,37,34,34,44,18.0,37.24048
113,46,2023-08-12,90,37,37,34,37,36.75,17.096724
114,46,2023-09-16,90,77,70,76,76,58.0,89.99997
115,46,2023-09-24,90,80,81,90,76,80.5,89.99997
116,46,2023-09-30,90,81,80,72,78,90.0,89.99997
117,46,2023-10-08,90,81,79,84,74,90.0,89.99997
118,46,2023-10-22,90,78,81,86,76,90.0,89.99997
119,46,2023-10-29,90,78,78,90,78,90.0,89.99997
120,46,2023-11-05,90,78,77,77,74,90.0,89.99997
121,46,2023-11-12,90,77,77,79,75,90.0,89.99997
122,46,2023-11-26,90,78,83,86,76,90.0,89.99997
123,46,2023-12-03,73,81,86,73,77,90.0,89.99997
124,46,2023-12-06,89,72,74,86,65,85.75,78.21242
125,46,2023-12-09,77,76,76,79,76,85.5,85.00543
126,46,2023-12-22,73,73,69,68,68,82.25,80.97675
127,46,2023-12-26,49,69,67,70,68,78.0,73.21788
128,46,2023-12-30,0,57,50,59,56,72.0,49.244133
129,46,2024-01-14,0,31,31,28,30,49.75,3.104695
130,46,2024-01-30,0,20,17,15,20,30.5,0.684695
131,46,2024-02-03,0,9,8,9,4,12.25,0.604695
132,46,2024-02-11,3,2,3,0,2,0.0,0.0
133,46,2024-02-17,9,4,4,0,3,0.75,0.91709995
134,46,2024-02-24,31,12,15,22,7,3.0,6.549386
135,46,2024-03-02,11,28,24,23,34,10.75,37.24048
136,46,2024-03-10,57,31,31,34,28,13.5,9.049386
137,46,2024-03-17,27,42,37,52,46,27.0,37.24048
138,46,2024-03-30,27,38,41,51,32,31.5,30.3561
139,46,2024-04-03,90,34,36,31,34,30.5,30.3561
140,46,2024-04-06,90,59,54,50,56,50.25,89.99997
141,46,2024-04-14,90,67,66,69,62,58.5,89.99997
142,46,2024-04-21,90,76,77,73,76,74.25,89.99997
143,46,2024-04-27,90,79,82,90,75,90.0,89.99997
144,46,2024-05-05,89,74,69,67,76,90.0,89.99997
145,46,2024-05-13,90,78,82,83,76,89.75,89.99997
146,46,2024-05-19,90,76,79,70,76,89.75,89.99997
147,46,2024-09-21,45,71,71,84,63,89.75,66.99931
148,46,2024-09-29,83,56,62,69,54,78.5,44.29384
149,46,2024-10-06,84,69,72,66,63,77.0,79.47581
150,46,2024-10-19,90,72,62,70,73,75.5,80.97675
151,46,2024-10-26,70,73,72,90,73,75.5,89.99997
152,46,2024-11-03,90,68,65,66,65,81.75,66.99931
153,46,2024-11-09,73,73,66,81,73,83.5,89.99997
154,46,2024-11-23,21,66,68,67,66,80.75,74.18373
155,46,2024-12-01,90,50,59,38,47,63.5,32.226803
156,46,2024-12-04,90,66,64,61,59,68.5,89.99997
157,46,2024-12-07,31,73,74,82,70,68.5,89.99997
158,46,2024-12-14,90,49,50,57,48,58.0,57.68118
159,46,2024-12-21,90,70,71,68,60,75.25,89.99997
160,46,2024-12-26,90,72,76,79,70,75.25,89.99997
161,46,2024-12-30,82,72,67,71,69,75.25,89.99997
162,46,2025-01-04,75,73,76,73,71,88.0,89.99997
163,46,2025-01-15,90,71,71,73,68,84.25,85.00543
164,46,2025-01-18,45,78,75,78,78,84.25,89.99997
165,46,2025-01-26,90,63,59,70,57,73.0,54.257206
166,46,2025-02-01,45,71,70,69,65,75.0,89.99997
167,46,2025-02-15,45,56,53,68,52,67.5,54.257206
168,46,2025-02-19,77,52,54,64,48,56.25,44.29384
169,46,2025-02-22,0,64,66,60,67,64.25,77.41689
170,46,2025-02-25,77,31,28,27,38,41.75,12.083659
171,46,2025-03-08,90,53,50,47,48,49.75,69.39689
172,46,2025-04-02,90,69,65,62,67,61.0,89.99997
173,46,2025-04-05,0,72,70,69,72,64.25,89.99997
174,46,2025-04-12,0,41,41,58,44,64.25,21.125393
175,46,2025-04-19,0,25,27,21,25,45.0,4.713367
176,46,2025-04-22,90,14,15,0,14,22.5,0.604695
177,46,2025-05-03,19,49,46,48,53,22.5,81.89995
178,46,2025-05-10,90,36,27,32,26,27.25,32.60651
179,46,2025-05-16,0,64,60,59,53,49.75,89.99997
180,50,2022-08-06,0,3,10,11,2,,0.0
181,50,2023-08-12,0,2,0,0,2,0.0,0.0
182,50,2023-09-16,0,2,2,0,3,0.0,0.0
183,50,2023-09-24,0,3,3,0,2,0.0,0.0
184,50,2023-09-30,0,1,1,0,2,0.0,0.0
185,50,2023-10-08,0,3,5,9,2,0.0,0.0
186,50,2023-10-22,0,2,2,0,2,0.0,0.0
187,50,2023-10-29,0,2,1,0,2,0.0,0.0
188,50,2023-11-05,0,2,2,0,2,0.0,0.0
189,50,2023-11-12,0,1,0,0,2,0.0,0.0
190,50,2023-11-26,0,3,3,0,2,0.0,0.0
191,50,2023-12-03,0,1,1,0,3,0.0,0.0
192,50,2023-12-06,0,3,4,0,2,0.0,0.0
193,50,2023-12-09,0,1,1,0,3,0.0,0.0
194,50,2023-12-17,0,2,2,0,3,0.0,0.0
195,50,2023-12-22,0,1,3,0,2,0.0,0.0
196,50,2023-12-26,0,3,1,0,2,0.0,0.0
197,50,2023-12-30,0,1,1,0,2,0.0,0.0
198,50,2024-01-14,0,3,3,0,2,0.0,0.0
199,50,2024-01-30,0,1,0,0,2,0.0,0.0
200,50,2024-02-03,0,2,3,0,2,0.0,0.0
201,50,2024-02-11,0,2,3,0,2,0.0,0.0
202,50,2024-02-17,0,1,1,0,3,0.0,0.0
203,50,2024-02-24,0,3,4,5,2,0.0,0.0
204,50,2024-03-02,0,1,1,0,2,0.0,0.0
205,50,2024-03-10,0,3,3,0,2,0.0,0.0
206,50,2024-03-17,0,2,2,0,3,0.0,0.0
207,50,2024-03-30,0,3,5,0,2,0.0,0.0
208,50,2024-04-03,0,2,3,0,2,0.0,0.0
209,50,2024-04-06,0,2,4,0,3,0.0,0.0
210,50,2024-04-14,0,3,6,3,2,0.0,0.0
211,50,2024-04-21,0,0,0,0,2,0.0,0.0
212,50,2024-04-27,0,3,3,1,2,0.0,0.0
213,50,2024-05-05,0,1,0,0,2,0.0,0.0
214,50,2024-05-13,0,3,2,2,2,0.0,0.0
215,50,2024-05-19,0,1,3,0,3,0.0,0.0
216,50,2024-09-21,0,1,1,0,2,0.0,0.0
217,50,2024-09-29,0,1,2,0,2,0.0,0.0
218,50,2024-10-06,0,3,1,0,2,0.0,0.0
219,50,2024-10-19,0,1,1,0,3,0.0,0.0
220,50,2024-10-26,0,2,5,0,2,0.0,0.0
221,50,2024-11-03,0,2,2,0,2,0.0,0.0
222,50,2024-11-09,0,2,1,0,2,0.0,0.0
223,50,2024-11-23,0,2,3,0,3,0.0,0.0
224,50,2024-12-01,0,2,4,0,2,0.0,0.0
225,50,2024-12-04,0,2,9,3,2,0.0,0.0
226,50,2024-12-07,0,2,4,4,2,0.0,0.0
227,50,2024-12-14,0,1,0,0,2,0.0,0.0
228,50,2024-12-21,0,3,1,0,2,0.0,0.0
229,50,2024-12-26,0,1,1,0,3,0.0,0.0
230,50,2024-12-30,0,2,3,0,3,0.0,0.0
231,50,2025-01-04,0,2,4,0,2,0.0,0.0
232,50,2025-01-15,0,2,0,0,2,0.0,0.0
233,50,2025-01-18,0,2,0,0,2,0.0,0.0
234,50,2025-01-26,0,2,0,0,3,0.0,0.0
235,50,2025-02-01,0,2,2,0,2,0.0,0.0
236,50,2025-02-15,0,1,2,0,2,0.0,0.0
237,50,2025-02-19,0,3,3,2,2,0.0,0.0
238,50,2025-02-22,0,1,3,0,3,0.0,0.0
239,50,2025-02-25,0,2,4,0,2,0.0,0.0
240,50,2025-03-08,0,2,4,0,2,0.0,0.0
241,50,2025-04-02,0,2,0,0,2,0.0,0.0
242,50,2025-04-05,0,1,0,0,2,0.0,0.0
243,50,2025-04-12,0,2,1,0,2,0.0,0.0
244,50,2025-04-19,0,2,0,0,2,0.0,0.0
245,50,2025-04-22,0,2,0,0,2,0.0,0.0
246,50,2025-05-03,0,2,2,0,3,0.0,0.0
247,50,2025-05-10,0,2,2,0,2,0.0,0.0
248,50,2025-05-16,0,2,1,0,2,0.0,0.0
249,53,2024-01-30,0,2,0,0,2,,0.0
250,53,2024-02-24,0,3,4,5,2,0.0,0.0
251,53,2024-03-02,0,1,1,0,2,0.0,0.0
252,53,2024-03-10,0,3,3,0,2,0.0,0.0
253,53,2024-03-17,0,2,2,0,3,0.0,0.0
254,53,2024-03-30,1,3,5,0,2,0.0,0.0
255,53,2024-04-03,0,4,7,0,3,0.25,0.91709995
256,53,2024-04-06,0,3,6,2,3,0.25,0.0
257,53,2024-04-14,0,3,6,4,2,0.25,0.08
258,53,2024-04-21,1,1,1,0,3,0.25,0.0
259,53,2024-04-27,0,5,9,10,2,0.25,0.91709995
260,53,2024-05-05,0,1,2,0,2,0.25,0.0
261,53,2024-05-13,0,3,3,2,2,0.25,0.08
262,53,2024-05-19,3,2,4,0,3,0.25,0.0
263,53,2024-09-21,0,1,1,0,2,0.75,0.0
264,53,2024-09-29,0,1,2,0,2,0.75,0.0
265,53,2024-10-06,0,3,1,0,2,0.75,0.0
266,53,2024-10-19,0,1,1,0,3,0.75,0.0
267,53,2024-10-26,0,2,5,0,2,0.0,0.0
268,53,2024-11-03,0,2,2,0,2,0.0,0.0
269,53,2024-11-09,0,2,1,0,2,0.0,0.0
270,53,2024-11-23,0,2,3,0,3,0.0,0.0
271,53,2024-12-01,0,2,4,0,2,0.0,0.0
272,53,2024-12-04,0,2,9,3,2,0.0,0.0
273,53,2024-12-07,0,2,4,4,2,0.0,0.0
274,53,2024-12-14,0,1,0,0,2,0.0,0.0
275,53,2024-12-21,0,3,1,0,2,0.0,0.0
276,53,2024-12-26,0,1,1,0,3,0.0,0.0
277,53,2024-12-30,0,2,3,0,3,0.0,0.0
278,53,2025-01-04,0,2,4,0,2,0.0,0.0
279,53,2025-01-15,0,2,0,0,2,0.0,0.0
280,53,2025-01-18,0,2,0,0,2,0.0,0.0
281,53,2025-01-26,0,2,0,0,3,0.0,0.0
282,53,2025-02-01,0,2,2,0,2,0.0,0.0
283,53,2025-02-15,0,1,2,0,2,0.0,0.0
284,53,2025-02-19,0,3,3,2,2,0.0,0.0
285,53,2025-02-22,0,1,3,0,3,0.0,0.0
286,53,2025-02-25,0,2,4,0,2,0.0,0.0
287,53,2025-03-08,0,2,4,0,2,0.0,0.0
288,53,2025-04-02,0,2,0,0,2,0.0,0.0
289,53,2025-04-05,0,1,0,0,2,0.0,0.0
290,53,2025-04-12,0,2,1,0,2,0.0,0.0
291,53,2025-04-19,0,2,0,0,2,0.0,0.0
292,53,2025-04-22,0,2,0,0,2,0.0,0.0
293,53,2025-05-03,0,2,2,0,3,0.0,0.0
294,53,2025-05-10,0,2,2,0,2,0.0,0.0
295,53,2025-05-16,0,2,1,0,2,0.0,0.0
296,59,2022-08-31,90,31,29,24,34,,20.520699
297,59,2022-09-03,90,67,69,72,62,90.0,81.97995
298,59,2022-09-16,90,71,73,73,71,90.0,89.99997
299,59,2022-10-02,90,74,73,77,72,90.0,89.99997
300,59,2022-10-10,90,80,80,87,76,90.0,89.99997
301,59,2022-10-16,90,78,80,72,76,90.0,89.99997
302,59,2022-10-20,90,77,74,74,77,90.0,89.99997
303,59,2022-10-23,90,75,72,56,75,90.0,89.99997
304,59,2022-10-29,90,80,82,90,78,90.0,89.99997
305,59,2022-11-06,90,78,79,90,75,90.0,89.99997
306,59,2022-11-13,90,76,75,79,78,90.0,89.99997
307,59,2022-12-26,90,78,81,78,76,90.0,89.99997
308,59,2023-01-01,90,77,80,83,77,90.0,89.99997
309,59,2023-01-04,90,80,86,90,78,90.0,89.99997
310,59,2023-01-13,90,82,82,90,79,90.0,89.99997
311,59,2023-01-21,90,80,83,87,77,90.0,89.99997
312,59,2023-02-04,90,80,74,57,78,90.0,89.99997
313,59,2023-02-12,0,79,80,89,76,90.0,89.99997
314,59,2023-02-18,90,41,38,25,45,67.5,21.125393
315,59,2023-02-25,90,64,62,72,57,67.5,81.97995
316,59,2023-03-04,90,73,71,67,70,67.5,89.99997
317,59,2023-03-12,90,74,71,86,74,67.5,89.99997
318,59,2023-03-18,90,79,78,86,77,90.0,89.99997
319,59,2023-04-01,90,86,89,90,79,90.0,89.99997
320,59,2023-04-04,90,83,82,90,78,90.0,89.99997
321,59,2023-04-08,90,83,81,85,78,90.0,89.99997
322,59,2023-04-15,90,81,86,90,77,90.0,89.99997
323,59,2023-04-22,90,83,80,87,78,90.0,89.99997
324,59,2023-04-25,90,80,81,87,76,90.0,89.99997
325,59,2023-04-30,90,85,90,90,80,90.0,89.99997
326,59,2023-05-06,90,80,80,89,76,90.0,89.99997
327,59,2023-05-13,90,78,76,73,76,90.0,89.99997
328,59,2023-05-20,90,79,86,90,78,90.0,89.99997
329,59,2023-05-28,90,79,81,83,78,90.0,89.99997
330,59,2023-08-12,30,20,20,18,20,90.0,11.478964
331,59,2024-09-21,0,1,1,0,2,75.0,0.0
332,59,2024-09-29,0,1,2,0,2,52.5,0.0
333,59,2024-10-06,0,3,1,0,2,30.0,0.0
334,59,2024-10-19,0,1,1,0,3,7.5,0.0
335,59,2024-10-26,0,2,5,0,2,0.0,0.0
336,59,2024-11-03,0,2,2,0,2,0.0,0.0
337,59,2024-11-09,0,2,1,0,2,0.0,0.0
338,59,2024-11-23,0,2,3,0,3,0.0,0.0
339,59,2024-12-01,0,2,4,0,2,0.0,0.0
340,59,2024-12-04,90,2,9,3,2,0.0,0.0
341,59,2024-12-07,0,51,54,64,53,22.5,81.89995
342,59,2024-12-21,0,22,19,24,20,22.5,16.49203
343,59,2024-12-26,0,12,8,8,11,22.5,4.108671
344,59,2024-12-30,70,15,18,20,14,22.5,0.604695
345,59,2025-01-04,90,42,42,42,47,17.5,49.92113
346,59,2025-01-15,90,61,61,57,59,40.0,89.99997
347,59,2025-01-18,90,73,74,89,72,62.5,89.99997
348,59,2025-01-26,37,75,74,85,76,85.0,89.99997
349,59,2025-02-15,74,58,58,59,53,76.75,58.285873
350,59,2025-02-19,90,66,69,78,60,72.75,64.23892
351,59,2025-02-22,59,71,74,77,74,72.75,89.99997
352,59,2025-03-08,90,61,61,70,57,65.0,54.257206
353,59,2025-04-02,0,76,72,73,72,78.25,89.99997
354,59,2025-04-05,90,41,45,53,44,59.75,17.096724
355,59,2025-04-12,90,63,61,63,57,59.75,81.97995
356,59,2025-04-19,90,72,70,76,69,67.5,89.99997
357,59,2025-04-22,0,70,70,67,72,67.5,89.99997
358,59,2025-05-03,0,41,43,44,45,67.5,21.125393
359,59,2025-05-10,69,25,23,28,25,45.0,4.713367
360,59,2025-05-16,0,51,50,52,47,39.75,50.525826
361,69,2023-08-13,90,5,5,4,2,,0.0
362,69,2023-09-17,90,76,71,54,75,90.0,89.99997
363,69,2023-09-24,90,79,78,81,79,90.0,89.99997
364,69,2023-10-02,90,77,76,76,76,90.0,89.99997
365,69,2023-10-07,90,78,71,67,79,90.0,89.99997
366,69,2023-10-21,0,79,77,70,76,90.0,89.99997
367,69,2023-10-28,66,41,41,50,45,67.5,21.125393
368,69,2023-11-06,90,55,55,56,54,61.5,54.634495
369,69,2023-11-12,90,65,71,63,66,61.5,89.99997
370,69,2023-11-25,0,69,67,67,70,61.5,89.99997
371,69,2023-12-03,90,40,35,51,45,61.5,21.125393
372,69,2023-12-06,90,65,67,66,60,67.5,81.97995
373,69,2023-12-10,90,70,69,69,70,67.5,89.99997
374,69,2023-12-16,90,71,70,78,72,67.5,89.99997
375,69,2023-12-24,90,80,80,79,78,90.0,89.99997
376,69,2023-12-27,90,79,70,69,78,90.0,89.99997
377,69,2023-12-30,90,79,76,78,78,90.0,89.99997
378,69,2024-01-13,90,78,74,83,75,90.0,89.99997
379,69,2024-01-31,90,79,73,78,78,90.0,89.99997
380,69,2024-02-04,90,77,74,90,77,90.0,89.99997
381,69,2024-02-12,90,76,69,73,77,90.0,89.99997
382,69,2024-02-17,90,77,82,90,77,90.0,89.99997
383,69,2024-03-02,90,79,78,66,80,90.0,89.99997
384,69,2024-03-11,90,85,74,90,80,90.0,89.99997
385,69,2024-03-30,90,78,75,82,77,90.0,89.99997
386,69,2024-04-04,74,82,77,73,77,90.0,89.99997
387,69,2024-04-07,90,69,67,67,67,86.0,78.21242
388,69,2024-04-23,90,73,74,77,73,86.0,89.99997
389,69,2024-04-27,1,75,66,88,75,86.0,89.99997
390,69,2024-05-05,8,40,23,0,45,63.75,22.042494
391,69,2024-05-11,0,30,30,12,31,47.25,9.030466
392,69,2024-05-15,0,16,19,15,16,24.75,0.684695
393,69,2024-05-19,0,2,2,0,2,2.25,0.08
394,69,2024-09-21,33,42,39,43,45,2.0,37.160477
395,69,2024-09-28,0,37,32,28,30,8.25,39.660477
396,69,2024-10-06,0,16,15,22,16,8.25,2.5
397,69,2024-10-20,0,15,14,17,15,8.25,0.684695
398,69,2024-10-27,0,6,4,0,3,8.25,0.0
399,69,2024-11-03,0,2,2,0,2,0.0,0.0
400,69,2024-11-10,0,2,3,0,3,0.0,0.0
401,69,2024-11-23,0,2,3,5,3,0.0,0.0
402,69,2024-12-01,0,3,2,1,2,0.0,0.0
403,69,2024-12-04,90,1,0,0,2,0.0,0.0
404,69,2024-12-08,0,56,50,59,56,22.5,81.89995
405,69,2024-12-15,0,22,21,32,23,22.5,16.49203
406,69,2024-12-22,90,17,23,31,11,22.5,4.108671
407,69,2024-12-26,0,59,54,52,53,45.0,81.89995
408,69,2024-12-30,76,24,24,21,21,22.5,16.49203
409,69,2025-01-04,0,50,46,48,44,41.5,73.42557
410,69,2025-01-14,0,29,24,13,26,41.5,12.083659
411,69,2025-01-20,13,13,15,12,10,19.0,0.08
412,69,2025-01-25,0,23,21,13,18,22.25,16.71917
413,69,2025-02-03,0,5,5,1,16,3.25,0.0
414,69,2025-02-15,90,3,7,0,2,3.25,0.08
415,69,2025-02-19,90,52,50,49,52,25.75,81.89995
416,69,2025-02-22,0,62,63,66,62,45.0,89.99997
417,69,2025-02-25,90,31,35,42,32,45.0,20.520699
418,69,2025-03-08,90,61,59,69,54,67.5,81.97995
419,69,2025-04-02,9,71,68,74,68,67.5,89.99997
420,69,2025-04-05,90,39,37,38,37,47.25,27.070084
421,69,2025-04-12,0,65,61,62,59,69.75,81.97995
422,69,2025-04-19,0,36,35,34,29,47.25,17.096724
423,69,2025-04-22,29,13,7,0,11,24.75,4.108671
424,69,2025-05-03,0,32,31,34,35,29.75,31.595211
425,69,2025-05-10,0,8,6,0,17,7.25,2.5
426,69,2025-05-16,0,5,3,0,9,7.25,0.08
427,79,2025-02-22,20,54,58,55,56,,66.39462
428,79,2025-02-25,45,42,43,47,40,20.0,23.247837
429,79,2025-03-08,0,47,46,55,48,32.5,40.26517
430,79,2025-04-02,0,22,21,25,23,21.666666666666668,3.104695
431,79,2025-04-05,45,11,10,3,9,16.25,0.08
432,79,2025-04-12,5,36,30,39,40,22.5,37.76517
433,79,2025-04-19,0,18,15,16,19,12.5,6.8171
434,79,2025-04-22,0,10,9,3,11,12.5,0.08
435,79,2025-05-03,0,8,8,7,5,12.5,0.684695
436,79,2025-05-10,0,3,4,0,2,1.25,0.0
437,79,2025-05-16,0,2,1,0,2,0.0,0.0
438,101,2022-08-13,10,77,71,68,71,,85.97128
439,101,2022-09-03,0,28,22,16,23,10.0,16.49203
440,101,2022-09-17,90,17,8,4,11,5.0,4.713367
441,101,2022-10-01,90,57,61,71,49,33.333333333333336,81.89995
442,101,2022-10-08,90,67,74,75,65,47.5,89.99997
443,101,2022-10-15,90,73,75,83,73,67.5,89.99997
444,101,2022-10-19,76,80,83,75,76,90.0,89.99997
445,101,2022-10-24,90,74,77,74,66,86.5,89.99997
446,101,2022-10-29,90,77,84,89,76,86.5,89.99997
447,101,2022-11-05,87,79,82,78,75,86.5,89.99997
448,101,2022-11-12,90,78,80,74,74,85.75,89.99997
449,101,2022-12-27,90,80,80,73,78,89.25,89.99997
450,101,2022-12-31,90,80,81,85,77,89.25,89.99997
451,101,2023-01-03,90,79,79,73,76,89.25,89.99997
452,101,2023-01-14,77,78,79,80,76,90.0,89.99997
453,101,2023-01-21,0,73,76,73,68,86.75,89.99997
454,101,2023-02-04,90,39,25,29,39,64.25,16.112331
455,101,2023-02-11,52,64,65,67,56,64.25,81.97995
456,101,2023-02-18,90,60,57,58,56,54.75,54.257206
457,101,2023-02-25,90,69,74,84,66,58.0,89.99997
458,101,2023-03-04,90,78,84,90,73,80.5,89.99997
459,101,2023-03-11,90,82,75,82,79,80.5,89.99997
460,101,2023-03-18,90,83,83,90,78,90.0,89.99997
461,101,2023-04-01,90,82,76,73,75,90.0,89.99997
462,101,2023-04-04,84,79,78,71,76,90.0,89.99997
463,101,2023-04-08,0,77,79,89,70,88.5,89.99997
464,101,2023-04-15,11,42,34,44,41,66.0,16.112331
465,101,2023-04-23,0,34,32,33,30,46.25,7.2340813
466,101,2023-04-27,67,17,18,24,14,23.75,0.604695
467,101,2023-04-30,90,45,47,39,44,19.5,50.001133
468,101,2023-05-06,90,64,68,70,60,42.0,89.99997
