,player_id,datetime,minutes,Lynge_CNN1D_DEF,Lynge_FCNN_DEF,Lynge_FCNN_Hard_Sigmoid_DEF,Lynge_RNN_DEF,baseline_DEF,xgboost_DEF
2377,565,2024-11-25,0,2,1,0,2,0.0,0.0
2378,565,2024-11-30,0,1,1,0,2,0.0,0.0
2379,565,2024-12-04,0,2,0,0,2,0.0,0.0
2380,565,2024-12-07,0,1,1,0,3,0.0,0.0
2381,565,2024-12-14,0,2,5,3,2,0.0,0.0
2382,565,2024-12-21,0,1,1,0,2,0.0,0.0
2383,565,2024-12-26,0,2,0,0,2,0.0,0.0
2384,565,2024-12-30,0,1,0,0,2,0.0,0.0
2385,565,2025-01-04,0,2,1,0,3,0.0,0.0
2386,565,2025-01-15,0,1,2,0,3,0.0,0.0
2387,565,2025-01-18,0,1,0,0,2,0.0,0.0
2388,565,2025-01-25,0,2,1,0,2,0.0,0.0
2389,565,2025-02-01,0,2,0,0,2,0.0,0.0
2390,565,2025-02-15,0,2,0,0,2,0.0,0.0
2391,565,2025-02-23,0,2,4,0,3,0.0,0.0
2392,565,2025-02-26,0,3,4,0,2,0.0,0.0
2393,565,2025-03-10,0,1,3,0,3,0.0,0.0
2394,565,2025-04-02,0,2,5,11,2,0.0,0.0
2395,565,2025-04-07,0,1,3,0,2,0.0,0.0
2396,565,2025-04-13,0,2,0,0,2,0.0,0.0
2397,565,2025-04-16,0,1,0,0,3,0.0,0.0
2398,565,2025-04-19,0,2,0,0,2,0.0,0.0
2399,565,2025-04-26,0,0,1,0,3,0.0,0.0
2400,565,2025-05-04,0,3,4,7,2,0.0,0.0
2401,565,2025-05-11,0,1,0,0,2,0.0,0.0
2402,565,2025-05-18,0,2,1,2,2,0.0,0.0
2403,583,2022-08-06,0,72,75,84,72,,89.99997
2404,583,2022-08-30,0,3,2,0,2,0.0,0.0
2405,583,2022-09-03,0,2,2,0,3,0.0,0.0
2406,583,2022-09-16,0,2,4,0,2,0.0,0.0
2407,583,2022-10-01,0,2,2,0,2,0.0,0.0
2408,583,2022-10-08,0,3,4,0,2,0.0,0.0
2409,583,2022-10-16,0,2,5,3,3,0.0,0.0
2410,583,2022-10-19,0,2,7,6,2,0.0,0.0
2411,583,2022-10-23,0,2,4,0,2,0.0,0.0
2412,583,2022-10-29,0,2,1,0,2,0.0,0.0
2413,583,2022-11-06,0,2,2,5,2,0.0,0.0
2414,583,2022-11-12,0,2,3,0,2,0.0,0.0
2415,583,2022-12-26,0,1,4,0,2,0.0,0.0
2416,583,2022-12-31,0,3,6,2,2,0.0,0.0
2417,583,2023-01-04,0,2,6,0,2,0.0,0.0
2418,583,2023-01-14,0,3,3,0,2,0.0,0.0
2419,583,2023-01-21,0,2,1,0,2,0.0,0.0
2420,583,2023-02-04,0,2,2,0,2,0.0,0.0
2421,583,2023-02-11,0,3,4,0,2,0.0,0.0
2422,583,2023-02-18,0,3,3,0,2,0.0,0.0
2423,583,2023-02-25,0,2,1,0,3,0.0,0.0
2424,583,2023-03-04,0,3,5,0,2,0.0,0.0
2425,583,2023-03-12,0,2,2,0,2,0.0,0.0
2426,583,2023-03-15,0,2,1,0,2,0.0,0.0
2427,583,2023-03-18,0,3,5,2,2,0.0,0.0
2428,583,2023-04-02,0,2,3,0,2,0.0,0.0
2429,583,2023-04-08,0,3,5,2,2,0.0,0.0
2430,583,2023-04-15,0,2,2,0,3,0.0,0.0
2431,583,2023-04-21,0,3,12,9,2,0.0,0.0
2432,583,2023-04-27,0,1,2,0,2,0.0,0.0
2433,583,2023-04-30,0,3,6,4,2,0.0,0.0
2434,583,2023-05-08,0,1,1,0,2,0.0,0.0
2435,583,2023-05-13,0,3,6,1,2,0.0,0.0
2436,583,2023-05-21,13,2,2,0,2,0.0,0.0
2437,583,2023-05-28,13,17,11,8,21,3.25,16.114475
2438,583,2023-08-12,0,78,75,83,77,6.5,89.99997
2439,583,2023-09-16,0,2,5,0,2,6.5,0.08
2440,583,2023-09-24,20,2,5,0,2,6.5,0.0
2441,583,2023-09-30,1,19,16,8,33,8.25,16.114475
2442,583,2023-10-08,0,8,10,5,17,5.25,3.4171
2443,583,2023-10-21,21,5,5,0,9,5.25,0.08
2444,583,2023-10-28,0,23,23,9,35,10.5,16.194475
2445,583,2023-11-04,45,7,5,1,17,5.5,2.5
2446,583,2023-11-11,45,34,30,35,40,16.5,37.24048
2447,583,2023-11-25,90,41,31,30,37,27.75,39.660477
2448,583,2023-12-02,90,61,63,60,59,45.0,89.99997
2449,583,2023-12-07,90,73,77,90,74,67.5,89.99997
2450,583,2023-12-10,73,75,71,76,73,78.75,89.99997
2451,583,2023-12-16,83,72,70,69,67,85.75,78.21242
2452,583,2023-12-23,9,76,72,78,73,84.0,85.00543
2453,583,2023-12-26,35,44,49,50,44,63.75,18.633045
2454,583,2024-01-01,90,43,44,41,45,50.0,37.84517
2455,583,2024-01-30,15,63,61,68,62,54.25,89.99997
2456,583,2024-02-03,26,38,34,20,30,37.25,32.60651
2457,583,2024-02-10,9,38,39,41,31,41.5,32.56947
2458,583,2024-02-17,19,29,30,35,26,35.0,9.654081
2459,583,2024-02-24,72,27,28,27,25,17.25,16.194475
2460,583,2024-03-02,38,47,51,51,50,31.5,60.210255
2461,583,2024-03-11,90,48,47,57,49,34.5,48.63944
2462,583,2024-04-13,12,63,62,66,59,54.75,89.99997
2463,583,2024-04-24,0,42,40,42,45,53.0,23.64611
2464,583,2024-04-27,90,23,29,28,18,35.0,4.713367
2465,583,2024-05-04,90,58,60,61,52,48.0,81.97995
2466,583,2024-05-11,90,65,65,75,64,48.0,89.99997
2467,583,2024-09-21,16,64,67,68,59,67.5,58.988064
2468,583,2024-09-28,12,42,45,50,39,71.5,23.247837
2469,583,2024-10-05,19,34,35,43,35,52.0,9.654081
2470,583,2024-10-19,90,31,33,40,31,34.25,16.79917
2471,583,2024-10-27,90,54,58,57,55,34.25,89.99997
2472,583,2024-11-02,90,65,66,64,65,52.75,89.99997
2473,583,2024-11-10,90,74,73,73,73,72.25,89.99997
2474,583,2024-11-25,90,78,77,79,77,90.0,89.99997
2475,583,2024-11-30,90,77,73,71,76,90.0,89.99997
2476,583,2024-12-04,90,79,78,80,77,90.0,89.99997
2477,583,2024-12-07,90,77,80,70,77,90.0,89.99997
2478,583,2024-12-14,63,76,74,86,74,90.0,89.99997
2479,583,2024-12-21,63,67,70,64,63,83.25,63.01673
2480,583,2024-12-30,32,67,66,68,64,76.5,49.024696
2481,583,2025-01-04,90,48,45,48,52,62.0,40.26517
2482,583,2025-01-15,84,65,65,62,65,62.0,89.99997
2483,583,2025-01-18,90,73,75,73,72,67.25,85.97128
2484,583,2025-01-25,90,71,67,72,71,74.0,89.99997
2485,583,2025-02-01,63,76,77,86,76,88.5,89.99997
2486,583,2025-02-15,45,66,72,77,61,81.75,63.01673
2487,583,2025-02-23,90,55,53,49,57,72.0,44.29384
2488,583,2025-02-26,68,70,67,81,67,72.0,89.99997
2489,583,2025-03-10,90,61,64,66,62,66.5,66.99931
2490,583,2025-04-02,90,74,76,90,70,73.25,89.99997
2491,583,2025-04-07,90,78,70,64,73,84.5,89.99997
2492,583,2025-04-13,90,82,80,90,79,84.5,89.99997
2493,583,2025-04-16,90,79,76,90,76,90.0,89.99997
2494,583,2025-04-19,90,82,82,69,78,90.0,89.99997
2495,583,2025-04-26,90,77,78,90,74,90.0,89.99997
2496,583,2025-05-04,90,79,76,79,77,90.0,89.99997
2497,583,2025-05-11,90,77,75,77,75,90.0,89.99997
2498,583,2025-05-18,90,79,73,82,78,90.0,89.99997
2499,589,2022-08-06,90,63,64,74,57,,89.99997
2500,589,2022-08-31,0,79,80,69,75,90.0,89.99997
2501,589,2022-09-03,90,41,34,38,44,45.0,21.125393
2502,589,2022-09-17,90,70,72,59,59,60.0,81.97995
2503,589,2022-10-01,82,72,72,81,68,67.5,89.99997
2504,589,2022-10-08,90,69,72,90,68,65.5,89.99997
2505,589,2022-10-16,90,77,79,84,76,88.0,89.99997
2506,589,2022-10-19,90,79,83,90,80,88.0,89.99997
2507,589,2022-10-23,90,82,82,90,76,88.0,89.99997
2508,589,2022-10-29,82,77,82,90,77,90.0,89.99997
2509,589,2022-11-06,90,79,84,90,72,88.0,89.99997
2510,589,2022-11-12,90,76,86,90,76,88.0,89.99997
2511,589,2022-12-26,90,80,84,90,79,88.0,89.99997
2512,589,2022-12-31,90,80,82,90,78,88.0,89.99997
2513,589,2023-01-03,90,80,86,90,76,90.0,89.99997
2514,589,2023-01-15,90,78,77,87,77,90.0,89.99997
2515,589,2023-01-21,90,80,83,90,77,90.0,89.99997
2516,589,2023-02-04,90,81,78,82,77,90.0,89.99997
2517,589,2023-02-11,90,76,76,83,76,90.0,89.99997
2518,589,2023-02-18,90,79,84,81,75,90.0,89.99997
2519,589,2023-03-12,90,75,74,79,76,90.0,89.99997
2520,589,2023-03-17,90,77,82,77,77,90.0,89.99997
2521,589,2023-04-02,90,76,87,86,75,90.0,89.99997
2522,589,2023-04-05,90,77,75,77,77,90.0,89.99997
2523,589,2023-04-08,90,79,86,89,78,90.0,89.99997
2524,589,2023-04-15,90,79,85,78,76,90.0,89.99997
2525,589,2023-04-23,73,77,72,83,76,90.0,89.99997
2526,589,2023-04-27,90,79,90,83,70,85.75,78.21242
2527,589,2023-04-30,90,79,82,78,77,85.75,89.99997
2528,589,2023-05-07,90,77,79,62,74,85.75,89.99997
2529,589,2023-05-13,90,76,84,90,75,85.75,89.99997
2530,589,2023-05-18,90,77,82,89,76,90.0,89.99997
2531,589,2023-05-22,90,76,86,90,73,90.0,89.99997
2532,589,2023-05-28,90,76,87,90,77,90.0,89.99997
2533,589,2023-08-12,90,79,78,75,78,90.0,89.99997
2534,589,2023-09-16,90,79,81,87,76,90.0,89.99997
2535,589,2023-09-24,90,81,81,81,78,90.0,89.99997
2536,589,2023-09-30,90,81,81,90,76,90.0,89.99997
2537,589,2023-10-08,90,79,80,90,78,90.0,89.99997
2538,589,2023-10-21,90,78,82,90,77,90.0,89.99997
2539,589,2023-10-28,90,81,86,84,78,90.0,89.99997
2540,589,2023-11-04,90,82,78,90,78,90.0,89.99997
2541,589,2023-11-11,90,80,76,85,78,90.0,89.99997
2542,589,2023-11-25,90,79,72,78,76,90.0,89.99997
2543,589,2023-12-02,90,78,81,80,77,90.0,89.99997
2544,589,2023-12-07,90,79,79,83,78,90.0,89.99997
2545,589,2023-12-10,90,81,83,86,78,90.0,89.99997
2546,589,2023-12-16,13,80,80,83,78,90.0,89.99997
2547,589,2023-12-23,90,48,46,36,46,70.75,37.239872
2548,589,2023-12-26,90,67,69,74,58,70.75,81.97995
2549,589,2024-01-01,90,70,66,69,69,70.75,89.99997
2550,589,2024-01-13,90,72,70,76,73,70.75,89.99997
2551,589,2024-01-30,90,81,83,86,80,90.0,89.99997
2552,589,2024-02-03,90,91,91,81,83,90.0,89.99997
2553,589,2024-02-10,90,83,82,86,72,90.0,89.99997
2554,589,2024-02-17,90,85,90,90,79,90.0,89.99997
2555,589,2024-02-24,90,79,83,76,74,90.0,89.99997
2556,589,2024-03-02,90,78,71,70,78,90.0,89.99997
2557,589,2024-03-11,90,84,73,76,80,90.0,89.99997
2558,589,2024-03-30,90,78,83,85,76,90.0,89.99997
2559,589,2024-04-02,90,77,76,68,77,90.0,89.99997
2560,589,2024-04-06,90,79,83,88,77,90.0,89.99997
2561,589,2024-04-13,90,81,83,79,78,90.0,89.99997
2562,589,2024-04-24,90,86,80,90,81,90.0,89.99997
2563,589,2024-04-27,45,82,78,88,77,90.0,89.99997
2564,589,2024-05-15,27,63,70,69,53,78.75,58.285873
2565,589,2024-05-19,90,46,47,66,44,63.0,34.989464
2566,589,2024-09-21,90,56,65,64,56,63.0,81.89995
2567,589,2024-09-28,90,64,57,71,63,63.0,89.99997
2568,589,2024-10-05,90,69,61,66,71,74.25,89.99997
2569,589,2024-10-19,90,80,78,73,78,90.0,89.99997
2570,589,2024-10-27,90,78,73,70,76,90.0,89.99997
2571,589,2024-11-02,90,75,76,80,75,90.0,89.99997
2572,589,2024-11-10,90,79,76,79,79,90.0,89.99997
2573,589,2024-11-25,90,79,79,89,76,90.0,89.99997
2574,589,2024-11-30,90,77,78,72,77,90.0,89.99997
2575,589,2024-12-04,90,80,81,90,78,90.0,89.99997
2576,589,2024-12-07,90,82,79,83,79,90.0,89.99997
2577,589,2024-12-14,90,76,71,67,75,90.0,89.99997
2578,589,2024-12-21,90,80,79,83,78,90.0,89.99997
2579,589,2024-12-26,90,81,74,77,77,90.0,89.99997
2580,589,2024-12-30,90,80,76,83,78,90.0,89.99997
2581,589,2025-01-04,0,80,80,90,79,90.0,89.99997
2582,589,2025-01-18,45,43,49,66,46,67.5,21.125393
2583,589,2025-01-25,90,47,46,63,47,56.25,41.873837
2584,589,2025-02-01,90,64,63,70,62,56.25,89.99997
2585,589,2025-02-15,90,67,67,79,67,56.25,89.99997
2586,589,2025-02-23,90,70,68,66,73,78.75,89.99997
2587,589,2025-02-26,90,77,79,90,75,90.0,89.99997
2588,589,2025-03-10,90,74,76,70,76,90.0,89.99997
2589,589,2025-04-02,90,80,84,79,79,90.0,89.99997
2590,589,2025-04-07,90,77,78,80,75,90.0,89.99997
2591,589,2025-04-13,90,82,81,86,80,90.0,89.99997
2592,589,2025-04-16,90,78,78,89,76,90.0,89.99997
2593,589,2025-04-19,81,85,79,79,81,90.0,89.99997
2594,589,2025-04-26,82,78,80,73,71,87.75,89.99997
2595,589,2025-05-04,90,77,76,89,73,85.75,85.00543
2596,589,2025-05-11,90,80,78,90,77,85.75,89.99997
2597,589,2025-05-18,90,77,71,90,79,85.75,89.99997
2598,601,2024-09-22,90,76,78,85,78,,89.99997
2599,601,2024-09-28,90,78,76,83,74,90.0,89.99997
2600,601,2024-10-06,90,77,79,74,76,90.0,89.99997
2601,601,2024-10-21,90,79,81,88,76,90.0,89.99997
2602,601,2024-10-25,90,80,85,90,78,90.0,89.99997
2603,601,2024-11-02,88,81,80,72,76,90.0,89.99997
2604,601,2024-11-10,90,85,84,90,79,89.5,89.99997
2605,601,2024-11-23,90,78,78,87,74,89.5,89.99997
2606,601,2024-11-30,90,74,73,70,75,89.5,89.99997
2607,601,2024-12-04,62,84,84,81,78,89.5,89.99997
2608,601,2024-12-07,90,66,68,72,59,83.0,63.01673
2609,601,2024-12-14,90,72,72,86,65,83.0,89.99997
2610,601,2024-12-21,90,74,82,79,73,83.0,89.99997
2611,601,2024-12-26,90,84,78,90,78,83.0,89.99997
2612,601,2024-12-29,90,81,79,87,75,90.0,89.99997
2613,601,2025-01-06,90,81,84,90,78,90.0,89.99997
2614,601,2025-01-14,90,82,84,90,76,90.0,89.99997
2615,601,2025-01-19,90,78,76,82,77,90.0,89.99997
2616,601,2025-01-25,78,81,84,90,77,90.0,89.99997
2617,601,2025-02-01,90,72,73,71,66,87.0,89.99997
2618,601,2025-02-15,90,78,77,77,76,87.0,89.99997
2619,601,2025-02-23,90,79,81,86,74,87.0,89.99997
2620,601,2025-02-26,90,72,72,75,72,87.0,89.99997
2621,601,2025-03-08,90,78,82,82,79,90.0,89.99997
2622,601,2025-03-15,90,80,82,85,77,90.0,89.99997
2623,601,2025-04-01,39,76,82,84,73,90.0,89.99997
2624,601,2025-04-05,0,57,57,50,52,77.25,58.285873
2625,601,2025-04-12,0,34,29,40,27,54.75,7.1333666
2626,601,2025-04-21,0,16,18,5,15,32.25,0.684695
2627,601,2025-05-01,74,7,3,0,3,9.75,0.604695
2628,601,2025-05-05,90,44,47,40,47,18.5,57.710255
2629,601,2025-05-11,90,59,63,67,57,41.0,89.99997
2630,601,2025-05-18,90,68,65,69,64,63.5,89.99997
2631,617,2023-08-12,0,2,2,0,2,,0.0
2632,617,2023-09-18,0,2,3,0,2,0.0,0.0
2633,617,2023-09-23,0,3,3,0,2,0.0,0.0
2634,617,2023-10-01,0,2,3,0,3,0.0,0.0
2635,617,2023-10-07,0,3,7,10,2,0.0,0.0
2636,617,2023-10-21,0,1,2,0,2,0.0,0.0
2637,617,2023-10-29,0,3,6,4,1,0.0,0.0
2638,617,2023-11-05,0,1,4,0,2,0.0,0.0
2639,617,2023-11-12,0,2,5,0,2,0.0,0.0
2640,617,2023-11-25,0,1,3,0,2,0.0,0.0
2641,617,2023-12-02,0,3,4,3,2,0.0,0.0
2642,617,2023-12-06,0,2,0,0,2,0.0,0.0
2643,617,2023-12-09,0,3,4,0,2,0.0,0.0
2644,617,2023-12-15,0,3,4,3,2,0.0,0.0
2645,617,2023-12-23,0,1,2,0,2,0.0,0.0
2646,617,2023-12-26,0,3,7,1,2,0.0,0.0
2647,617,2023-12-30,0,1,1,0,2,0.0,0.0
2648,617,2024-01-20,0,2,0,0,2,0.0,0.0
2649,617,2024-01-30,0,3,3,0,2,0.0,0.0
2650,617,2024-02-04,0,1,2,0,2,0.0,0.0
2651,617,2024-02-10,0,3,3,0,2,0.0,0.0
2652,617,2024-02-17,0,1,1,0,2,0.0,0.0
2653,617,2024-02-24,0,2,2,0,2,0.0,0.0
2654,617,2024-03-02,0,2,2,0,2,0.0,0.0
2655,617,2024-03-10,0,1,2,0,3,0.0,0.0
2656,617,2024-03-16,0,2,2,0,2,0.0,0.0
2657,617,2024-03-30,0,3,6,7,2,0.0,0.0
2658,617,2024-04-02,0,2,1,0,2,0.0,0.0
2659,617,2024-04-07,0,3,3,0,2,0.0,0.0
2660,617,2024-04-13,0,2,4,0,2,0.0,0.0
2661,617,2024-04-21,0,3,3,0,2,0.0,0.0
2662,617,2024-04-28,0,2,2,0,2,0.0,0.0
2663,617,2024-05-04,0,1,2,0,3,0.0,0.0
2664,617,2024-05-11,0,3,7,6,2,0.0,0.0
2665,617,2024-05-19,0,0,2,0,2,0.0,0.0
2666,617,2024-09-22,0,1,1,0,2,0.0,0.0
2667,617,2024-09-28,0,2,3,0,2,0.0,0.0
2668,617,2024-10-06,0,2,4,0,2,0.0,0.0
2669,617,2024-10-21,0,2,0,0,2,0.0,0.0
2670,617,2024-10-25,0,2,3,0,2,0.0,0.0
2671,617,2024-11-02,0,2,1,0,2,0.0,0.0
2672,617,2024-11-10,0,2,0,0,2,0.0,0.0
2673,617,2024-11-23,0,2,1,0,2,0.0,0.0
2674,617,2024-11-30,0,1,5,0,2,0.0,0.0
2675,617,2024-12-04,0,4,6,4,2,0.0,0.0
2676,617,2024-12-07,0,1,4,0,3,0.0,0.0
2677,617,2024-12-14,0,3,8,10,2,0.0,0.0
2678,617,2024-12-21,0,1,4,0,2,0.0,0.0
2679,617,2024-12-26,0,3,1,0,2,0.0,0.0
2680,617,2024-12-29,0,2,0,0,2,0.0,0.0
2681,617,2025-01-06,0,3,2,0,2,0.0,0.0
2682,617,2025-01-14,0,2,0,0,2,0.0,0.0
2683,617,2025-01-19,0,1,1,0,2,0.0,0.0
2684,617,2025-01-25,0,2,3,0,2,0.0,0.0
2685,617,2025-02-01,0,2,4,0,2,0.0,0.0
2686,617,2025-02-15,0,2,2,0,2,0.0,0.0
2687,617,2025-02-23,0,2,1,0,2,0.0,0.0
2688,617,2025-02-26,0,3,2,0,2,0.0,0.0
2689,617,2025-03-08,0,2,3,0,2,0.0,0.0
2690,617,2025-03-15,0,1,2,0,3,0.0,0.0
2691,617,2025-04-01,0,4,13,12,2,0.0,0.0
2692,617,2025-04-05,0,1,2,0,2,0.0,0.0
2693,617,2025-04-12,0,3,3,1,2,0.0,0.0
2694,617,2025-04-21,0,2,4,0,2,0.0,0.0
2695,617,2025-05-01,0,2,1,0,2,0.0,0.0
2696,617,2025-05-05,0,3,5,4,2,0.0,0.0
2697,617,2025-05-11,0,2,2,0,2,0.0,0.0
2698,617,2025-05-18,0,2,1,0,2,0.0,0.0
2699,623,2022-08-06,90,54,61,64,54,,89.99997
2700,623,2022-08-31,21,78,84,81,76,90.0,89.99997
2701,623,2022-09-03,0,53,53,60,46,55.5,37.239872
2702,623,2022-09-16,0,31,28,35,23,37.0,7.1333666
2703,623,2022-10-03,0,17,10,3,10,27.75,0.684695
2704,623,2022-10-10,90,6,4,0,2,5.25,0.0
2705,623,2022-10-15,88,50,59,64,50,22.5,81.89995
2706,623,2022-10-18,17,60,70,71,54,44.5,85.97128
2707,623,2022-10-22,0,43,46,52,30,48.75,31.622107
2708,623,2022-10-30,0,26,20,20,24,48.75,7.1333666
2709,623,2022-11-05,0,16,19,22,11,26.25,0.684695
2710,623,2022-11-12,0,5,11,13,2,4.25,0.0
2711,623,2022-12-27,28,2,2,0,2,0.0,0.0
2712,623,2023-01-01,0,26,36,36,36,7.0,30.990517
2713,623,2023-01-04,6,8,14,7,16,7.0,2.5
2714,623,2023-01-14,0,16,27,10,8,8.5,4.3971
2715,623,2023-01-21,0,8,8,0,2,8.5,0.0
2716,623,2023-02-05,0,4,5,5,1,1.5,0.08
2717,623,2023-02-11,0,3,3,0,2,1.5,0.0
2718,623,2023-02-18,11,3,4,0,2,0.0,0.0
2719,623,2023-02-25,13,13,10,13,17,2.75,6.549386
2720,623,2023-03-05,0,19,30,31,16,6.0,16.114475
2721,623,2023-03-11,0,7,9,1,3,6.0,0.08
2722,623,2023-03-17,0,8,5,0,2,6.0,0.08
2723,623,2023-04-01,60,6,6,1,2,3.25,0.0
2724,623,2023-04-04,90,40,39,29,43,15.0,37.160477
2725,623,2023-04-08,90,60,63,58,56,37.5,89.99997
2726,623,2023-04-16,0,67,69,57,63,60.0,89.99997
2727,623,2023-04-22,0,38,29,33,41,60.0,21.125393
2728,623,2023-04-26,4,25,15,8,23,45.0,4.713367
2729,623,2023-04-29,0,18,14,14,9,23.5,4.921795
2730,623,2023-05-08,9,4,4,0,1,1.0,0.0
2731,623,2023-05-13,1,12,14,14,9,3.25,6.629386
2732,623,2023-05-20,0,7,9,13,5,3.5,0.91709995
2733,623,2023-05-28,45,4,5,0,2,2.5,0.08
2734,623,2023-08-12,0,2,2,0,2,13.75,0.0
2735,623,2023-09-18,0,2,3,0,2,11.5,0.0
2736,623,2023-09-23,0,3,3,0,2,11.25,0.0
2737,623,2023-10-01,30,2,3,0,3,11.25,0.0
2738,623,2023-10-07,90,31,37,32,39,7.5,30.990517
2739,623,2023-10-21,90,59,60,55,61,30.0,89.99997
2740,623,2023-10-29,21,68,64,67,67,52.5,89.99997
2741,623,2023-11-05,70,45,52,51,46,57.75,36.635178
2742,623,2023-11-12,90,70,81,75,66,67.75,57.054493
2743,623,2023-11-25,90,70,71,82,74,67.75,89.99997
2744,623,2023-12-02,81,71,68,67,71,67.75,89.99997
2745,623,2023-12-06,90,76,79,76,72,82.75,89.99997
2746,623,2023-12-09,90,81,78,73,77,87.75,89.99997
2747,623,2023-12-15,90,82,76,76,76,87.75,89.99997
2748,623,2023-12-23,84,73,70,70,74,87.75,89.99997
2749,623,2023-12-26,0,75,76,60,72,88.5,89.99997
2750,623,2023-12-30,3,40,50,47,42,66.0,16.112331
2751,623,2024-01-20,0,28,16,31,26,44.25,1.601795
2752,623,2024-01-30,90,15,16,15,12,21.75,0.604695
2753,623,2024-02-04,0,50,52,42,53,23.25,81.97995
2754,623,2024-02-10,0,23,22,19,19,23.25,16.49203
2755,623,2024-02-17,0,14,14,3,10,22.5,4.108671
2756,623,2024-02-24,45,14,11,7,12,22.5,0.604695
2757,623,2024-03-02,90,32,29,30,41,11.25,37.160477
2758,623,2024-03-10,90,56,61,63,56,33.75,89.99997
2759,623,2024-03-16,90,66,71,67,63,56.25,89.99997
2760,623,2024-03-30,6,75,78,84,72,78.75,89.99997
2761,623,2024-04-02,7,45,43,45,43,69.0,25.442493
2762,623,2024-04-07,0,32,30,41,28,48.25,9.030466
2763,623,2024-04-13,0,16,15,12,15,25.75,0.684695
2764,623,2024-04-21,0,4,5,4,2,3.25,0.08
2765,623,2024-04-28,0,4,4,0,2,1.75,0.0
2766,623,2024-05-04,7,1,2,0,3,0.0,0.0
2767,623,2024-05-11,18,9,15,17,8,1.75,4.3171
2768,623,2024-05-19,90,18,19,14,15,6.25,16.114475
2769,623,2024-09-22,0,6,3,0,4,28.75,0.604695
2770,623,2024-09-28,0,2,3,0,2,28.75,0.0
2771,623,2024-10-06,0,2,4,0,2,27.0,0.0
2772,623,2024-10-21,0,2,0,0,2,22.5,0.0
2773,623,2024-10-25,0,2,3,0,2,0.0,0.0
2774,623,2024-11-02,0,2,1,0,2,0.0,0.0
2775,623,2024-11-10,0,2,0,0,2,0.0,0.0
2776,623,2024-11-23,0,2,1,0,2,0.0,0.0
2777,623,2024-11-30,0,1,5,0,2,0.0,0.0
2778,623,2024-12-04,0,4,6,4,2,0.0,0.0
2779,623,2024-12-07,0,1,4,0,3,0.0,0.0
2780,623,2024-12-14,0,3,8,10,2,0.0,0.0
2781,623,2024-12-21,1,1,4,0,2,0.0,0.0
2782,623,2024-12-26,0,5,5,0,2,0.25,0.91709995
2783,623,2024-12-29,8,3,1,0,2,0.25,0.0
2784,623,2025-01-06,0,12,11,12,11,2.25,4.3971
2785,623,2025-01-14,0,5,4,0,6,2.25,0.0
2786,623,2025-01-19,0,2,1,0,2,2.0,0.08
2787,623,2025-01-25,0,4,5,2,2,2.0,0.0
2788,623,2025-02-01,0,2,4,0,2,0.0,0.0
2789,623,2025-02-15,0,2,2,0,2,0.0,0.0
2790,623,2025-02-23,0,2,1,0,2,0.0,0.0
2791,623,2025-02-26,0,3,2,0,2,0.0,0.0
2792,623,2025-03-08,0,2,3,0,2,0.0,0.0
2793,623,2025-03-15,0,1,2,0,3,0.0,0.0
2794,623,2025-04-01,0,4,13,12,2,0.0,0.0
2795,623,2025-04-05,0,1,2,0,2,0.0,0.0
2796,623,2025-04-12,0,3,3,1,2,0.0,0.0
2797,623,2025-04-21,90,2,4,0,2,0.0,0.0
2798,623,2025-05-01,0,51,53,55,53,22.5,81.89995
2799,623,2025-05-05,0,23,23,29,19,22.5,16.49203
2800,623,2025-05-11,0,11,7,11,9,22.5,4.108671
2801,623,2025-05-18,0,13,7,2,11,22.5,0.604695
2802,628,2024-09-22,90,72,84,68,72,,89.99997
2803,628,2024-09-28,90,78,75,89,76,90.0,89.99997
2804,628,2024-10-06,90,78,87,80,76,90.0,89.99997
2805,628,2024-10-21,90,80,86,90,77,90.0,89.99997
2806,628,2024-10-25,90,80,82,73,77,90.0,89.99997
2807,628,2024-11-02,90,76,74,77,75,90.0,89.99997
2808,628,2024-11-10,90,79,82,72,77,90.0,89.99997
2809,628,2024-11-23,90,75,80,90,75,90.0,89.99997
2810,628,2024-11-30,90,76,84,90,76,90.0,89.99997
2811,628,2024-12-04,90,80,79,76,76,90.0,89.99997
2812,628,2024-12-07,90,72,72,67,72,90.0,89.99997
2813,628,2024-12-14,90,79,76,76,78,90.0,89.99997
2814,628,2024-12-21,90,85,83,87,78,90.0,89.99997
2815,628,2024-12-26,90,83,79,88,77,90.0,89.99997
2816,628,2024-12-29,90,82,78,86,77,90.0,89.99997
2817,628,2025-01-06,90,80,81,90,77,90.0,89.99997
2818,628,2025-01-14,90,80,83,90,76,90.0,89.99997
2819,628,2025-01-19,90,77,78,88,77,90.0,89.99997
2820,628,2025-01-25,90,75,78,71,74,90.0,89.99997
2821,628,2025-02-01,90,75,76,88,73,90.0,89.99997
2822,628,2025-02-15,90,78,84,73,77,90.0,89.99997
2823,628,2025-02-23,90,77,80,75,74,90.0,89.99997
2824,628,2025-02-26,90,78,74,64,77,90.0,89.99997
2825,628,2025-03-08,90,81,81,90,79,90.0,89.99997
2826,628,2025-03-15,90,82,78,89,78,90.0,89.99997
2827,628,2025-04-01,90,87,76,90,80,90.0,89.99997
2828,628,2025-04-05,90,82,84,90,75,90.0,89.99997
2829,628,2025-04-12,90,79,71,67,76,90.0,89.99997
2830,628,2025-04-21,90,80,87,71,76,90.0,89.99997
